TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate
2,10.0,1131,706,35,6,214,320,0,2
5,21.83,42,706,42,17,214,320,0,2
5,19.24,40,706,42,17,215,226,0,2
5,12.29,42,706,42,17,215,226,0,2
2,17.46,869,368,49,52,317,453,0,2
2,-99.99,869,368,49,52,469,475,0,2
2,70.84,258,368,42,17,469,475,0,2
2,890.0,548,368,58,37,319,454,0,2
2,363.26,1221,368,37,31,319,454,0,2
5,124.0,1246,498,59,41,391,359,0,2
5,396.75,1081,498,29,60,391,359,0,2
5,20.6,803,640,46,45,319,454,0,2
5,22.1,803,640,46,45,319,454,0,2
5,23.1,803,640,46,45,319,454,0,2
2,81.25,210,640,9,2,319,454,0,2
5,28.3,803,640,46,45,319,454,0,2
2,38.4,210,640,9,2,319,454,0,2
2,259.06,1045,415,49,52,442,202,0,2
5,151.01,42,415,44,18,405,145,0,2
5,19.74,42,415,44,18,405,145,0,2
5,9.1,40,415,44,18,405,145,0,2
5,9.0,40,415,44,18,405,145,0,2
5,58.47,40,415,44,18,405,145,0,2
5,383.66,42,415,44,18,405,145,0,2
5,69.99,40,415,44,18,405,145,0,2
5,19.98,40,415,44,18,405,145,0,2
5,26.97,40,415,44,18,405,145,0,2
5,5.0,40,415,44,18,405,145,0,2
5,3.18,40,415,44,18,405,145,0,2
5,3.96,40,415,44,18,405,145,0,2
5,1.89,40,415,44,18,405,145,0,2
5,229.99,40,415,44,18,405,145,0,2
5,24.95,40,415,35,6,442,202,0,2
2,50.0,910,188,22,65,382,149,0,2
2,24.15,937,137,46,45,383,0,0,2
2,7.1,940,137,46,45,383,0,0,2
2,17.0,740,137,42,17,383,0,0,2
2,35.66,956,540,28,62,428,417,0,2
2,406.69,22,499,42,17,146,387,0,2
2,1079.22,22,499,42,17,146,387,0,2
2,65.96,198,499,22,65,146,387,0,2
2,82.2,336,499,42,17,146,387,0,2
5,27.1,38,499,42,17,146,387,0,2
5,1.97,38,499,42,17,146,387,0,2
5,1.5,38,499,42,17,146,387,0,2
5,23.98,38,499,42,17,146,387,0,2
2,387.08,567,499,17,9,146,387,0,2
3,6.51,940,297,46,45,398,224,0,2
5,3.78,940,695,46,45,380,72,0,2
5,9.03,1104,695,46,45,380,72,0,2
2,31.99,56,695,42,17,380,72,0,2
2,19.99,56,695,42,17,380,72,0,2
2,-54.99,56,695,42,17,380,72,0,2
2,54.99,56,695,42,17,380,72,0,2
2,82.9,117,695,42,17,380,72,0,2
2,20.0,325,695,38,38,380,72,0,2
2,26.96,1093,695,44,18,380,72,0,2
2,67.97,401,695,44,18,380,72,0,2
2,105.0,554,695,42,17,380,72,0,2
2,23.98,1093,695,44,18,380,72,0,2
2,4.99,992,695,38,38,380,72,0,2
2,72.95,276,695,44,18,380,72,0,2
2,28.97,462,695,44,18,380,72,0,2
2,26.97,748,695,38,38,380,72,0,2
2,28.0,1095,695,38,38,380,72,0,2
2,29.07,992,695,38,38,380,72,0,2
2,92.5,1002,695,38,38,380,72,0,2
2,62.94,144,653,22,65,387,265,0,2
2,5.5,66,653,25,67,387,265,0,2
2,16.5,582,653,29,60,387,265,0,2
2,10.0,194,653,29,60,387,265,0,2
2,12.98,66,653,46,45,387,265,0,2
2,44.8,545,653,38,38,387,265,0,2
2,12.88,208,653,38,38,387,265,0,2
2,16.5,582,653,46,45,387,265,0,2
2,30.5,86,538,64,26,318,451,0,2
2,7.98,233,538,46,45,318,451,0,2
2,96.0,1191,538,5,57,318,451,0,2
2,6.71,233,538,46,45,318,451,0,2
2,5.09,233,538,46,45,318,451,0,2
2,5.89,233,538,46,45,318,451,0,2
2,73.5,803,538,46,45,318,451,0,2
2,15.5,937,538,46,45,318,451,0,2
2,60.62,803,538,46,45,318,451,0,2
2,33.73,869,34,49,52,382,149,0,2
2,28.94,1086,34,34,33,382,149,0,2
2,20.85,937,457,46,45,384,419,0,2
2,14.99,937,457,46,45,384,419,0,2
2,16.47,448,457,64,26,384,419,0,2
2,35.0,1018,457,29,60,384,419,0,2
5,10.72,73,648,46,45,224,144,0,2
2,44.7,151,179,22,65,416,156,0,2
2,53.29,151,179,22,65,416,156,0,2
2,14.9,861,599,37,31,318,451,0,2
2,10.25,254,599,46,45,318,451,0,2
2,9.87,937,599,46,45,318,451,0,2
5,399.95,701,599,37,31,318,451,0,2
5,399.95,701,599,37,31,318,451,0,2
2,147.05,1234,651,63,11,445,229,0,2
2,241.96,1234,651,63,11,217,63,0,2
5,21.45,40,651,63,11,435,91,0,2
5,44.98,42,651,63,11,217,63,0,2
2,266.62,1234,651,63,11,445,229,0,2
2,8.21,1234,651,63,11,445,229,0,2
2,36.0,413,400,38,38,380,72,0,2
5,69.98,38,134,44,18,432,157,0,2
2,164.91,1247,515,49,52,218,64,0,2
5,30.0,797,636,34,33,435,91,0,2
2,59.99,716,584,42,17,212,140,0,2
2,67.47,815,584,42,17,211,339,0,2
2,35.94,828,547,22,65,428,417,0,2
2,28.41,1009,547,58,37,390,146,0,2
2,25.0,837,547,22,65,428,417,0,2
2,33.41,828,547,22,65,428,417,0,2
2,300.0,825,547,58,37,390,146,0,2
2,30.6,432,547,58,37,390,146,0,2
2,19.2,1043,547,58,37,390,146,0,2
2,15.59,88,547,58,37,390,146,0,2
2,17.21,828,547,22,65,428,417,0,2
2,119.28,1057,313,46,45,308,472,0,2
5,20.0,386,646,66,56,440,263,0,2
5,20.0,386,646,66,56,440,263,0,2
2,300.93,56,90,42,17,308,472,0,2
2,4.0,741,90,42,17,308,472,0,2
2,35.7,1095,90,44,18,308,472,0,2
2,14.0,1058,90,46,45,308,472,0,2
2,19.45,109,90,46,45,308,472,0,2
5,83.2,64,90,46,45,308,472,0,2
5,-32.96,64,90,46,45,308,472,0,2
5,34.9,215,90,44,18,308,472,0,2
5,44.0,40,90,35,6,308,472,0,2
2,8.68,507,90,46,45,308,472,0,2
2,13.99,109,90,46,45,308,472,0,2
2,9.99,882,639,34,33,387,265,0,2
2,13.7,66,639,46,45,387,265,0,2
2,6.51,66,639,46,45,387,265,0,2
2,4.0,66,639,46,45,387,265,0,2
5,520.97,1176,639,47,10,387,265,0,2
2,20.28,1194,639,46,45,387,265,0,2
2,21.9,1194,639,46,45,387,265,0,2
2,8.0,933,701,37,31,48,410,0,2
5,43.14,36,701,35,6,48,410,0,2
5,79.9,36,701,35,6,48,410,0,2
2,9.0,933,701,37,31,48,410,0,2
2,32.4,855,701,44,18,48,410,0,2
2,72.01,853,701,49,52,48,410,0,2
2,28.33,520,701,37,31,48,410,0,2
2,47.13,853,701,49,52,48,410,0,2
2,124.49,1288,701,49,52,48,410,0,2
2,35.0,1195,219,57,43,433,2,0,2
5,299.0,885,219,66,56,433,2,0,2
2,38.99,56,100,38,38,380,72,0,2
2,33.69,56,100,38,38,380,72,0,2
2,9.0,500,100,38,38,380,72,0,2
2,30.98,860,100,38,38,380,72,0,2
5,26.0,885,257,63,11,454,67,0,2
2,481.27,1045,257,49,52,454,67,0,2
2,69.98,485,186,22,65,382,149,0,2
5,22.94,38,617,44,18,56,32,0,2
5,11.69,38,617,44,18,56,32,0,2
2,299.0,47,617,44,18,56,32,0,2
5,43.21,38,617,44,18,56,32,0,2
5,13.24,42,617,35,6,56,32,0,2
5,17.98,40,617,44,18,56,32,0,2
5,79.9,42,617,35,6,56,32,0,2
5,90.0,823,617,39,70,56,32,0,2
2,90.0,1114,31,42,17,463,471,0,2
2,106.99,899,31,42,17,308,472,0,2
2,22.3,895,31,42,17,308,472,0,2
2,8.95,894,31,42,17,308,472,0,2
2,84.9,863,31,37,31,308,472,0,2
-1,88.37,588,158,64,26,444,126,0,2
5,3.0,1079,158,29,60,444,126,0,2
2,18.67,803,65,22,65,428,417,0,2
2,17.65,803,65,22,65,428,417,0,2
2,24.1,144,65,22,65,428,417,0,2
2,24.28,153,65,22,65,428,417,0,2
2,4.99,584,518,44,18,437,62,0,2
5,15.98,38,518,44,18,437,62,0,2
5,27.32,38,518,44,18,437,62,0,2
2,17.5,1086,518,44,18,437,62,0,2
2,30.0,549,518,44,18,437,62,0,2
5,31.69,36,518,44,18,437,62,0,2
2,3.0,1061,518,44,18,437,62,0,2
2,4.0,747,518,44,18,437,62,0,2
2,20.0,1004,518,44,18,437,62,0,2
2,80.0,1004,518,44,18,437,62,0,2
5,65.88,40,518,44,18,437,62,0,2
2,18.9,103,231,64,26,316,463,0,2
2,24.4,948,231,46,45,316,463,0,2
2,22.58,1104,231,46,45,316,463,0,2
2,5.2,219,231,46,45,316,463,0,2
2,26.74,1057,231,46,45,316,463,0,2
2,56.96,56,231,42,17,316,463,0,2
2,43.99,128,231,42,17,316,463,0,2
2,153.75,893,231,66,56,316,463,0,2
2,187.36,863,231,37,31,316,463,0,2
2,282.5,851,231,66,56,316,463,0,2
2,49.0,77,231,66,56,316,463,0,2
2,44.22,1204,231,64,26,316,463,0,2
2,168.0,235,231,66,56,316,463,0,2
2,120.0,893,231,66,56,316,463,0,2
2,12.2,942,231,46,45,316,463,0,2
2,10.0,818,231,42,17,316,463,0,2
2,2.5,115,231,25,67,316,463,0,2
2,17.0,803,531,46,45,319,454,0,2
2,204.75,581,531,46,45,319,454,0,2
2,4.88,565,531,46,45,319,454,0,2
2,6.0,803,531,46,45,319,454,0,2
2,146.25,581,531,46,45,319,454,0,2
2,29.25,581,531,46,45,319,454,0,2
2,50.27,803,531,22,65,319,454,0,2
2,4.99,1091,531,9,2,319,454,0,2
2,18.6,803,531,46,45,319,454,0,2
2,87.75,581,531,46,45,319,454,0,2
2,67.16,514,25,22,65,226,95,0,2
2,15.0,320,25,25,67,226,95,0,2
2,30.95,560,500,47,10,386,244,0,2
2,60.0,425,500,37,31,386,244,0,2
2,21.0,266,500,47,10,386,244,0,2
2,28.0,717,500,66,56,386,244,0,2
2,17.99,484,511,66,56,387,265,0,2
2,88.0,424,511,37,31,387,265,0,2
2,-80.0,423,511,37,31,387,265,0,2
2,5.9,1095,511,44,18,387,265,0,2
2,15.0,66,511,46,45,387,265,0,2
2,8.0,66,511,46,45,387,265,0,2
2,71.98,30,507,66,56,216,17,0,2
2,253.18,1128,507,42,17,219,18,0,2
5,51.96,38,507,42,17,219,18,0,2
5,70.81,64,507,46,45,219,18,0,2
5,28.95,38,507,42,17,219,18,0,2
5,29.99,36,507,66,56,219,18,0,2
5,36.75,64,507,46,45,219,18,0,2
5,45.3,36,507,43,16,219,18,0,2
5,24.94,38,507,66,56,219,18,0,2
2,21.04,841,507,66,56,219,18,0,2
5,13.32,36,507,37,31,219,18,0,2
5,95.53,64,507,46,45,219,18,0,2
2,247.97,530,507,37,31,219,18,0,2
2,4.0,530,507,37,31,219,18,0,2
2,4.0,530,507,37,31,219,18,0,2
2,10.0,530,507,37,31,219,18,0,2
5,6.45,36,507,66,56,219,18,0,2
5,131.05,64,507,46,45,219,18,0,2
5,151.2,64,507,46,45,219,18,0,2
5,12.87,42,507,41,47,219,18,0,2
5,27.96,42,507,35,6,219,18,0,2
5,30.98,64,507,46,45,219,18,0,2
5,40.0,42,507,37,31,219,18,0,2
5,303.09,42,507,37,31,219,18,0,2
5,47.82,64,507,46,45,219,18,0,2
5,1.79,41,507,66,56,219,18,0,2
0,8.5,941,339,46,45,380,72,0,2
2,58.03,376,339,38,38,380,72,0,2
5,18.14,264,339,38,38,380,72,0,2
5,84.92,937,339,46,45,380,72,0,2
2,25.5,749,339,38,38,380,72,0,2
2,39.98,246,339,38,38,380,72,0,2
2,15.09,1095,339,42,17,380,72,0,2
5,27.13,806,339,46,45,380,72,0,2
5,6.99,440,339,38,38,380,72,0,2
2,19.5,1095,339,38,38,380,72,0,2
5,5.96,73,339,46,45,380,72,0,2
5,92.84,52,339,46,45,380,72,0,2
2,10.0,796,339,38,38,380,72,0,2
2,49.48,1093,339,38,38,380,72,0,2
2,27.9,1095,339,38,38,380,72,0,2
5,7.85,806,339,46,45,380,72,0,2
2,13.5,937,339,38,38,380,72,0,2
5,63.34,937,339,46,45,380,72,0,2
2,17.81,937,339,38,38,380,72,0,2
2,12.0,500,91,38,38,380,72,0,2
2,86.93,276,91,38,38,380,72,0,2
2,47.97,992,91,38,38,380,72,0,2
2,-19.99,276,91,38,38,380,72,0,2
2,7.18,133,91,38,38,380,72,0,2
5,79.44,36,534,44,18,403,231,0,2
5,49.95,40,534,44,18,395,403,0,2
5,14.35,73,466,58,37,388,277,0,2
2,82.78,954,398,22,65,380,72,0,2
5,3.75,73,398,46,45,380,72,0,2
2,12.0,748,12,38,38,380,72,0,2
2,3.0,741,12,38,38,380,72,0,2
5,12.44,73,12,46,45,380,72,0,2
2,10.43,170,12,38,38,380,72,0,2
2,4.27,170,12,38,38,380,72,0,2
2,79.15,881,12,22,65,380,72,0,2
5,36.51,937,12,46,45,380,72,0,2
5,4.0,73,12,46,45,380,72,0,2
2,16.99,275,12,38,38,380,72,0,2
2,18.4,384,12,38,38,380,72,0,2
2,50.87,869,389,49,52,384,419,0,2
2,6.5,367,389,33,59,384,419,0,2
2,67.57,1098,291,22,65,384,419,0,2
3,21.98,73,389,46,45,384,419,0,2
2,-34.99,748,389,42,17,384,419,0,2
2,104.97,748,389,42,17,384,419,0,2
2,49.98,344,389,37,31,384,419,0,2
2,17.8,73,389,46,45,384,419,0,2
2,4.19,1093,389,9,2,384,419,0,2
2,31.24,937,389,46,45,384,419,0,2
2,32.4,510,341,42,17,380,72,0,2
5,13.34,36,341,38,38,380,72,0,2
5,9.35,40,341,38,38,380,72,0,2
5,243.49,40,341,38,38,380,72,0,2
2,57.82,375,407,9,2,313,462,0,2
2,7.99,869,407,49,52,313,462,0,2
2,19.98,493,407,44,18,313,462,0,2
2,8.49,862,407,37,31,313,462,0,2
2,42.73,375,407,9,2,313,462,0,2
2,20.02,1054,407,22,65,313,462,0,2
2,46.16,405,407,42,17,313,462,0,2
2,45.04,375,407,9,2,313,462,0,2
2,36.41,1269,407,35,6,313,462,0,2
2,45.83,375,407,9,2,313,462,0,2
5,16.9,40,407,35,6,313,462,0,2
5,3.24,40,407,35,6,313,462,0,2
5,55.63,328,101,46,45,380,72,0,2
5,35.98,337,101,46,45,380,72,0,2
5,8.0,328,101,46,45,380,72,0,2
5,364.56,73,101,46,45,380,72,0,2
5,22.6,337,101,46,45,380,72,0,2
5,12.16,28,101,46,45,380,72,0,2
5,23.37,806,101,46,45,380,72,0,2
5,14.13,328,101,46,45,380,72,0,2
5,14.05,337,101,46,45,380,72,0,2
5,22.95,937,101,46,45,380,72,0,2
5,18.32,328,101,46,45,380,72,0,2
5,10.5,328,101,46,45,380,72,0,2
5,64.63,937,101,46,45,380,72,0,2
5,15.19,328,101,46,45,380,72,0,2
5,64.69,337,101,46,45,380,72,0,2
2,130.0,279,92,24,64,381,83,0,2
2,267.5,737,92,24,64,381,83,0,2
2,12.95,506,509,38,38,383,0,0,2
2,50.0,195,642,66,56,468,473,0,2
2,6.99,247,642,66,56,468,473,0,2
2,24.99,802,642,66,56,468,473,0,2
2,12.99,247,642,66,56,468,473,0,2
5,13.0,259,642,66,56,315,461,0,2
2,10.0,744,598,42,17,466,254,0,2
2,135.31,433,679,66,56,468,473,0,2
2,24.0,330,679,63,11,468,473,0,2
2,74.39,330,679,63,11,468,473,0,2
2,5.99,330,679,63,11,468,473,0,2
2,43.44,1136,679,42,17,468,473,0,2
2,24.83,485,647,22,65,438,89,0,2
2,9.99,881,647,22,65,438,89,0,2
2,12.0,749,32,42,17,223,227,0,2
2,11.17,397,32,42,17,406,221,0,2
5,48.0,563,32,47,10,406,221,0,2
5,26.0,563,32,47,10,406,221,0,2
5,23.5,941,32,47,10,406,221,0,2
2,8.49,473,32,70,19,406,221,0,2
2,396.75,1081,32,29,60,406,221,0,2
5,26.54,603,631,46,45,407,222,0,2
2,32.16,265,698,58,37,391,359,0,2
2,76.47,836,253,22,65,428,417,0,2
2,61.41,836,253,22,65,428,417,0,2
2,49.11,144,253,22,65,428,417,0,2
2,68.49,836,253,22,65,428,417,0,2
2,58.34,789,382,59,41,268,199,0,2
2,49.99,1172,382,60,39,268,199,0,2
2,18.99,56,103,38,38,380,72,0,2
5,62.0,737,469,59,41,388,277,0,2
5,7.21,73,469,58,37,388,277,0,2
2,58.08,904,469,22,65,428,417,0,2
5,1.99,73,469,58,37,388,277,0,2
5,28.33,73,469,58,37,388,277,0,2
2,60.78,1049,469,58,37,388,277,0,2
2,12.2,385,469,58,37,388,277,0,2
5,0.89,937,469,58,37,388,277,0,2
5,4.39,803,469,58,37,388,277,0,2
5,13.25,73,469,58,37,388,277,0,2
5,50.88,73,469,59,41,388,277,0,2
5,17.74,73,469,58,37,388,277,0,2
2,129.99,245,469,58,37,388,277,0,2
2,149.99,244,469,58,37,388,277,0,2
2,149.98,244,469,58,37,388,277,0,2
2,-149.98,244,469,58,37,388,277,0,2
5,7.71,73,469,58,37,388,277,0,2
2,-129.99,245,469,58,37,388,277,0,2
2,19.19,566,700,44,18,386,244,0,2
2,28.99,802,700,44,18,386,244,0,2
2,76.62,1052,700,22,65,386,244,0,2
2,68.91,1103,700,46,45,386,244,0,2
2,10.0,302,700,38,38,386,244,0,2
2,5.0,302,700,38,38,386,244,0,2
2,13.9,302,700,38,38,386,244,0,2
2,-15.0,302,700,38,38,386,244,0,2
2,10.64,56,700,44,18,386,244,0,2
2,95.88,276,700,44,18,386,244,0,2
2,12.55,804,700,46,45,386,244,0,2
5,105.72,64,700,46,45,386,244,0,2
2,66.3,803,700,22,65,386,244,0,2
2,71.0,73,700,46,45,386,244,0,2
2,6.98,276,700,42,17,386,244,0,2
5,167.88,64,700,46,45,386,244,0,2
2,8.0,1103,700,46,45,386,244,0,2
5,6.0,326,177,6,34,225,155,0,2
2,48.5,801,35,22,65,428,417,4,2
2,30.0,1095,89,44,18,380,72,0,2
2,17.99,56,89,38,38,380,72,0,2
2,81.3,137,89,38,38,380,72,0,2
2,41.44,275,89,38,38,380,72,0,2
2,32.48,56,89,38,38,380,72,0,2
2,15.0,71,89,38,38,380,72,0,2
2,129.99,56,89,38,38,380,72,0,2
2,23.99,1093,89,38,38,380,72,0,2
2,43.04,314,215,22,65,428,417,0,2
2,23.79,541,215,22,65,428,417,0,2
5,25.8,193,399,49,52,227,86,0,2
5,3.9,871,491,38,38,439,90,0,2
5,16.53,871,491,38,38,439,90,0,2
2,18.75,835,386,22,65,428,417,0,2
2,159.66,1,342,58,37,394,300,0,2
4,15.75,804,675,46,45,386,244,0,2
4,10.76,943,675,46,45,386,244,0,2
4,3.0,747,675,42,17,386,244,0,2
4,17.95,804,675,46,45,386,244,0,2
4,13.0,747,675,42,17,386,244,0,2
4,30.49,884,675,40,46,386,244,0,2
4,12.0,747,675,42,17,386,244,0,2
4,49.98,56,675,42,17,386,244,0,2
4,25.0,94,675,47,10,386,244,0,2
4,8.75,409,675,46,45,386,244,0,2
4,59.97,56,675,42,17,386,244,0,2
2,183.0,989,29,70,19,404,438,0,2
5,15.88,73,437,46,45,439,90,0,2
5,4.2,607,621,25,67,393,9,0,2
2,36.15,487,358,22,65,428,417,0,2
2,225.0,78,543,58,37,464,474,0,2
2,6.0,760,543,25,67,464,474,0,2
2,6.0,744,543,42,17,464,474,0,2
2,22.93,136,543,40,46,464,474,0,2
2,22.8,860,543,37,31,464,474,0,2
2,83.0,1130,650,5,57,436,61,0,2
5,33.96,38,650,44,18,436,61,0,2
5,210.0,38,62,35,6,385,52,0,2
5,1.99,38,62,42,17,379,428,0,2
5,15.0,386,62,56,29,385,52,0,2
5,54.99,38,62,44,18,385,52,0,2
5,404.16,36,62,37,31,385,52,0,2
5,336.98,38,62,35,6,385,52,0,2
5,68.97,38,62,35,6,385,52,0,2
5,13.99,40,62,35,6,385,52,0,2
5,45.94,40,62,35,6,385,52,0,2
5,140.33,42,62,37,31,385,52,0,2
5,140.33,42,62,37,31,385,52,0,2
5,140.33,42,62,37,31,385,52,0,2
5,40.0,40,62,35,6,385,52,0,2
5,59.98,40,62,35,6,385,52,0,2
5,1.5,118,248,25,67,429,88,0,2
5,8.0,802,250,46,45,379,428,0,2
5,14.74,107,250,44,18,379,428,0,2
5,78.46,409,250,46,45,379,428,0,2
5,3.9,1095,250,44,18,379,428,0,2
5,22.5,802,250,46,45,379,428,0,2
5,98.27,189,250,42,17,379,428,0,2
5,238.87,566,250,66,56,379,428,0,2
5,17.6,802,250,46,45,379,428,0,2
5,3.89,870,250,34,33,379,428,0,2
5,15.5,409,250,46,45,379,428,0,2
5,23.2,802,250,46,45,379,428,0,2
5,4.3,870,250,34,33,379,428,0,2
5,8.0,409,250,46,45,379,428,0,2
5,11.0,409,250,46,45,379,428,0,2
5,3.87,870,250,34,33,379,428,0,2
5,64.98,409,250,46,45,379,428,0,2
5,5.53,870,250,34,33,379,428,0,2
5,1.59,870,250,34,33,379,428,0,2
5,2.4,870,250,34,33,379,428,0,2
5,38.98,951,250,46,45,379,428,0,2
5,10.3,802,250,46,45,379,428,0,2
5,22.6,802,250,46,45,379,428,0,2
5,8.57,122,250,42,17,379,428,0,2
5,3.19,870,250,46,45,379,428,0,2
5,29.61,802,250,46,45,379,428,0,2
5,7.94,107,250,46,45,379,428,0,2
5,66.92,36,681,37,31,394,300,0,2
2,94.46,493,681,44,18,394,300,0,2
5,8.99,559,361,37,31,387,265,0,2
2,13.99,795,73,37,31,312,457,0,2
2,87.9,1153,73,66,56,312,457,0,2
2,55.21,602,73,66,56,312,457,0,2
2,47.47,401,73,9,2,324,460,0,2
2,19.0,422,73,42,17,324,460,0,2
2,21.96,1095,73,44,18,324,460,0,2
2,117.15,769,73,66,56,312,457,0,2
2,63.32,1095,73,66,56,312,457,0,2
2,34.99,814,152,44,18,382,149,0,3
2,21.99,814,152,44,18,382,149,0,3
2,15.31,88,152,44,18,382,149,0,3
2,28.84,856,152,44,18,382,149,0,3
2,11.0,1091,152,44,18,382,149,0,3
2,6.78,88,152,44,18,382,149,0,3
2,3.58,814,152,44,18,382,149,0,3
2,13.15,1091,152,44,18,382,149,0,3
2,17.18,1091,152,9,2,382,149,0,3
2,84.57,73,477,46,45,311,452,0,3
2,98.48,73,477,46,45,311,452,0,3
2,48.5,73,477,46,45,311,452,0,3
2,93.97,56,477,42,17,311,452,0,3
2,12.66,948,477,46,45,311,452,0,3
2,116.28,948,477,46,45,311,452,0,3
2,12.77,447,325,46,45,430,409,0,3
2,11.68,449,325,46,45,430,409,0,3
2,29.0,1057,548,42,17,162,450,0,4
5,17.31,1057,548,42,17,162,450,0,4
2,2.64,1057,548,42,17,162,450,0,4
5,18.19,1057,548,42,17,162,450,0,4
-1,22.31,1057,548,46,45,162,450,0,4
2,340.94,494,239,42,17,61,42,0,4
2,70.0,1098,239,22,65,61,42,0,4
2,12.0,568,40,63,11,207,353,0,4
5,10.95,698,707,37,31,102,269,0,4
5,188.99,36,707,37,31,102,269,0,4
5,9.99,38,707,35,6,102,269,0,4
5,57.98,38,707,37,31,102,269,0,4
5,41.83,36,707,37,31,102,269,0,4
5,15.97,666,707,37,31,102,269,0,4
5,95.75,38,707,37,31,102,269,0,4
5,53.98,38,707,37,31,102,269,0,4
5,37.84,36,707,37,31,102,269,0,4
5,108.03,36,707,37,31,102,269,0,4
2,434.99,292,707,44,18,102,269,0,4
2,24.94,520,707,37,31,102,269,0,4
5,40.6,436,707,46,45,102,269,0,4
5,46.8,1223,707,37,31,102,269,0,4
5,9.79,40,707,37,31,102,269,0,4
5,12.99,41,707,37,31,102,269,0,4
2,475.0,412,707,43,16,102,269,0,4
2,39.61,263,707,37,31,102,269,0,4
5,38.54,64,707,46,45,102,269,0,4
5,93.01,40,707,37,31,102,269,0,4
5,728.99,40,175,42,17,154,440,0,4
5,20.97,36,247,37,31,185,191,0,4
-1,54.53,1102,247,46,45,185,191,0,4
-1,61.91,1102,247,46,45,185,191,0,4
2,21.14,1250,247,37,31,185,191,0,4
5,9.15,73,702,17,9,165,468,0,4
5,8.6,737,702,59,41,165,468,0,4
5,170.85,1015,276,29,60,128,364,0,4
-1,43.96,104,276,16,36,128,364,0,4
5,100.0,1269,276,35,6,128,364,0,4
2,50.04,1185,276,42,17,128,364,0,4
5,250.0,79,649,51,1,158,444,0,4
5,7.38,187,649,51,1,158,444,0,4
5,101.4,1151,535,35,6,75,123,0,4
5,12.78,36,535,35,6,75,123,0,4
5,50.0,1151,535,35,6,75,123,0,4
5,144.0,1279,535,66,56,75,123,0,4
5,103.76,947,535,46,45,75,123,0,4
2,32.1,1168,26,66,56,69,101,0,4
2,30.0,1035,26,57,43,69,101,0,4
2,17.5,206,26,65,55,69,101,0,4
5,170.0,1048,26,66,56,69,101,0,4
2,558.88,57,492,42,17,194,426,0,4
2,70.2,305,492,42,17,194,426,0,4
5,90.6,1125,492,42,17,194,426,0,4
5,49.95,1217,492,42,17,194,426,0,4
2,34.99,57,492,42,17,194,426,0,4
5,108.33,420,492,37,31,194,426,0,4
5,20.67,420,492,37,31,194,426,0,4
5,24.92,420,492,37,31,194,426,0,4
2,214.97,1241,492,42,17,194,426,0,4
-1,381.0,987,492,42,17,194,426,0,4
5,21.91,21,492,42,17,194,426,0,4
5,3.95,420,492,42,17,194,426,0,4
5,33.87,64,492,42,17,194,426,0,4
5,-13.68,64,492,42,17,194,426,0,4
-1,213.48,166,492,60,39,194,426,0,4
5,19.0,420,492,42,17,194,426,0,4
5,12.33,420,492,42,17,194,426,0,4
5,19.08,420,492,42,17,194,426,0,4
5,19.0,420,492,42,17,194,426,0,4
2,149.9,637,492,42,17,194,426,0,4
-1,236.97,1145,492,42,17,194,426,0,4
2,35.5,1224,492,42,17,194,426,0,4
2,711.95,377,492,42,17,194,426,0,4
5,89.7,40,492,42,17,194,426,0,4
5,77.7,40,492,42,17,194,426,0,4
2,86.34,528,492,42,17,194,426,0,4
5,24.69,713,583,16,36,152,436,0,4
5,11.98,36,583,35,6,152,436,0,4
5,57.25,36,583,35,6,152,436,0,4
5,11.61,36,583,35,6,152,436,0,4
2,104.75,1022,583,35,6,152,436,0,4
2,188.16,1041,583,16,36,152,436,0,4
2,95.97,1221,583,16,36,152,436,0,4
2,180.0,114,583,39,70,152,436,0,4
2,150.0,114,583,39,70,152,436,0,4
5,38.66,38,583,16,36,152,436,0,4
5,5.97,38,583,16,36,152,436,0,4
5,25.8,38,583,35,6,152,436,0,4
5,5.97,38,583,16,36,152,436,0,4
5,24.9,36,583,35,6,152,436,0,4
5,5.97,38,583,16,36,152,436,0,4
5,1.99,38,583,16,36,152,436,0,4
5,7.29,36,583,16,36,152,436,0,4
2,378.0,1256,583,42,17,152,436,0,4
2,97.25,436,583,46,45,152,436,0,4
2,29.99,58,583,42,17,152,436,0,4
5,22.94,40,583,35,6,152,436,0,4
2,18.0,114,583,39,70,152,436,0,4
2,405.57,1263,544,37,31,181,84,0,4
2,171.96,960,544,42,17,181,84,0,4
2,143.98,1280,544,37,31,181,84,0,4
2,113.58,1209,544,49,52,181,84,0,4
2,120.0,1034,544,42,17,181,84,0,4
1,914.55,1150,544,66,56,181,84,0,4
1,1092.21,1150,544,66,56,181,84,0,4
2,90.89,819,544,37,31,181,84,0,4
5,57.8,38,544,35,6,181,84,0,4
2,25.16,1263,544,37,31,181,84,0,4
5,86.86,38,544,42,17,181,84,0,4
5,61.25,38,544,35,6,181,84,0,4
5,68.22,336,544,42,17,181,84,0,4
5,12.6,38,544,42,17,181,84,0,4
5,20.98,38,544,42,17,181,84,0,4
5,84.3,25,544,66,56,181,84,0,4
5,44.92,38,544,35,6,181,84,0,4
5,50.0,50,544,44,18,181,84,0,4
2,181.66,34,544,49,52,181,84,0,4
